url,domain,platform,niche,country,source,tranco_rank,majestic_rank,status,http_status,has_products,product_count,product_types,tags,is_headless,detected_payments,ecom_signal_count,min_price,max_price,monthly_visits,merchant_name
https://society6.com,society6.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2119428,Society6
https://www.thehydrojug.com,www.thehydrojug.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2116878,HydroJug
https://www.aesop.com,www.aesop.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2111736,Aesop
https://us.davines.com,us.davines.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2097933,Davines
https://www.parachutehome.com,www.parachutehome.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2096859,Parachute
https://www.puffco.com,www.puffco.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2093325,Puffco
https://www.alaninu.com,www.alaninu.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2092267,Alani Nu
https://www.baggu.com,www.baggu.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2091970,Baggu
https://www.greenworkstools.com,www.greenworkstools.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2086590,Greenworks Tools
https://www.evenflo.com,www.evenflo.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2078685,"Evenflo® Company, Inc"
https://www.allbirds.com,www.allbirds.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2075517,Allbirds
https://sandjest.com,sandjest.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2068131,Sandjest
https://www.psychobunny.com,www.psychobunny.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2060666,Psycho Bunny
https://www.ftd.com,www.ftd.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2044820,FTD
https://www.hawaiianbarbecue.com,www.hawaiianbarbecue.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2032372,L&L Hawaiian Barbecue
https://www.soundcore.com,www.soundcore.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2020209,soundcore US
https://shopakira.com,shopakira.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2011739,AKIRA
https://www.brumate.com,www.brumate.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2010051,BruMate
https://loveamika.com,loveamika.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2007019,amika
https://eyemartexpress.com,eyemartexpress.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2005136,Eyemart Express
https://www.fredericks.com,www.fredericks.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,1978879,Frederick's of Hollywood
https://www.puravidabracelets.com,www.puravidabracelets.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,1977127,Pura Vida Bracelets
